timestamp,user_identifier,session_id,action_type,action_details,question_id,response,score,scenario_type,message_content,option_selected,page_visited,chatbot_type
2025-09-24T01:01:23.675Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: intro_question,intro_question,"Yes, let's start",,,,yes,,general-ai
2025-09-24T01:01:25.713Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:25.753Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: age_check,age_check,Yes,,,,yes,,general-ai
2025-09-24T01:01:29.048Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:29.103Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: alcohol_experience,alcohol_experience,Yes,,,,yes,,general-ai
2025-09-24T01:01:31.177Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes, let's do it!"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:31.214Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: continue_assessment,continue_assessment,"Yes, let's do it!",,,,yes,,general-ai
2025-09-24T01:01:33.749Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""never"",""text"":""Never"",""value"":""never"",""points"":0}",,,,,,never,ai-chatbot,general-ai
2025-09-24T01:01:33.798Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: drinking_frequency,drinking_frequency,Never,,,,never,,general-ai
2025-09-24T01:01:38.181Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:38.221Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: car_ride,car_ride,Yes,,,,yes,,general-ai
2025-09-24T01:01:42.249Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:42.299Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: relax_fit_in,relax_fit_in,Yes,,,,yes,,general-ai
2025-09-24T01:01:44.380Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:44.425Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: alone_use,alone_use,Yes,,,,yes,,general-ai
2025-09-24T01:01:46.425Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:46.461Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: forget_things,forget_things,Yes,,,,yes,,general-ai
2025-09-24T01:01:48.515Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:48.564Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: family_friends_concern,family_friends_concern,Yes,,,,yes,,general-ai
2025-09-24T01:01:50.632Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:50.679Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: trouble_using,trouble_using,Yes,,,,yes,,general-ai
2025-09-24T01:01:52.907Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes, that would be helpful"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:01:52.953Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: healthier_habits,healthier_habits,"Yes, that would be helpful",,,,yes,,general-ai
2025-09-24T01:01:59.145Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""type"":""continue_scenario""}",,,,,,continue_scenario,ai-chatbot,general-ai
2025-09-24T01:02:01.607Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""type"":""continue_question""}",,,,,,continue_question,ai-chatbot,general-ai
2025-09-24T01:02:04.169Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""type"":""continue_scenario""}",,,,,,continue_scenario,ai-chatbot,general-ai
2025-09-24T01:02:06.361Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""type"":""continue_question""}",,,,,,continue_question,ai-chatbot,general-ai
2025-09-24T01:02:09.403Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_started,Started scenario: peer_pressure,,,,peer_pressure,,,,general-ai
2025-09-24T01:02:14.151Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,ㅗㄷ디ㅐ,,,general-ai
2025-09-24T01:02:16.320Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,ㅗㄷ디ㅐ,20,peer_pressure,,inappropriate,,general-ai
2025-09-24T01:03:33.809Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""value"":""skip"",""text"":""Move to next scenario""}",,,,,,skip,ai-chatbot,general-ai
2025-09-24T01:03:33.851Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_started,Started scenario 2: designated_driver,,,,designated_driver,,,,general-ai
2025-09-24T01:03:36.358Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,ㅍㅇ,,,general-ai
2025-09-24T01:03:38.384Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,ㅍㅇ,20,designated_driver,,inappropriate,,general-ai
2025-09-24T01:03:39.393Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""value"":""retry"",""text"":""Try again with these suggestions""}",,,,,,retry,ai-chatbot,general-ai
2025-09-24T01:03:40.980Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,ㄹㄷ,,,general-ai
2025-09-24T01:03:42.961Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,ㄹㄷ,20,designated_driver,,inappropriate,,general-ai
2025-09-24T01:03:50.554Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""value"":""retry"",""text"":""Try again with these suggestions""}",,,,,,retry,ai-chatbot,general-ai
2025-09-24T01:03:53.929Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,ㅊㅇㅊ,,,general-ai
2025-09-24T01:03:56.258Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,ㅊㅇㅊ,20,designated_driver,,inappropriate,,general-ai
2025-09-24T01:03:58.298Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_started,Started scenario 3: helping_friend,,,,helping_friend,,,,general-ai
2025-09-24T01:04:03.246Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,ㅗㅑㅐ,,,general-ai
2025-09-24T01:04:05.857Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,ㅗㅑㅐ,10,helping_friend,,inappropriate,,general-ai
2025-09-24T01:04:08.969Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""value"":""retry"",""text"":""Try again with these suggestions""}",,,,,,retry,ai-chatbot,general-ai
2025-09-24T01:04:11.647Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,혀ㅑ,,,general-ai
2025-09-24T01:04:11.681Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,User sent message,,,,,ㅑ,,,general-ai
2025-09-24T01:04:14.104Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,혀ㅑ,10,helping_friend,,inappropriate,,general-ai
2025-09-24T01:04:15.672Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_option_selected,Scenario evaluation: Inappropriate,,ㅑ,10,helping_friend,,inappropriate,,general-ai
2025-09-24T01:04:16.825Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""value"":""skip"",""text"":""Move to next scenario""}",,,,,,skip,ai-chatbot,general-ai
2025-09-24T01:04:16.871Z,AFE123,session_1758675429384_r8rq2y8t7,simulation_completed,"{""summary"":{""totalScenarios"":3,""totalResponses"":6,""appropriateResponses"":0,""inappropriateResponses"":6,""averageScore"":17,""detailedResponses"":[{""scenario"":""peer_pressure"",""scenarioIndex"":0,""retryCount"":0,""userResponse"":""ㅗㄷ디ㅐ"",""timestamp"":""2025-09-24T01:02:14.154Z"",""isAppropriate"":false,""reason"":""The response is unclear and does not demonstrate professionalism or effective communication."",""suggestions"":[""Provide a clear and assertive response to peer pressure."",""Suggest strategies for maintaining personal boundaries in social situations.""],""score"":20},{""scenario"":""designated_driver"",""scenarioIndex"":1,""retryCount"":0,""userResponse"":""ㅍㅇ"",""timestamp"":""2025-09-24T01:03:36.360Z"",""isAppropriate"":false,""reason"":""The response is not clear or professional, lacking communication and ethical considerations regarding responsibility."",""suggestions"":[""Respond with a clear refusal to drink."",""Emphasize the importance of safety and commitment to the role.""],""score"":20},{""scenario"":""designated_driver"",""scenarioIndex"":1,""retryCount"":1,""userResponse"":""ㄹㄷ"",""timestamp"":""2025-09-24T01:03:40.983Z"",""isAppropriate"":false,""reason"":""The response is unclear and does not demonstrate professionalism or commitment to responsibility."",""suggestions"":[""Respond clearly with a firm refusal to drink."",""Express the importance of safety and your role as a designated driver.""],""score"":20},{""scenario"":""designated_driver"",""scenarioIndex"":1,""retryCount"":2,""userResponse"":""ㅊㅇㅊ"",""timestamp"":""2025-09-24T01:03:53.932Z"",""isAppropriate"":false,""reason"":""The response is not clear or professional, lacking empathy and communication clarity."",""suggestions"":[""Respond with a clear refusal to drink, emphasizing commitment to safety."",""Express understanding of social situations while maintaining responsibility.""],""score"":20},{""scenario"":""helping_friend"",""scenarioIndex"":2,""retryCount"":0,""userResponse"":""ㅗㅑㅐ"",""timestamp"":""2025-09-24T01:04:03.248Z"",""isAppropriate"":false,""reason"":""The response is not coherent or relevant to the scenario, lacking professionalism and clarity."",""suggestions"":[""Encourage your friend to find an alternative transportation method, such as a taxi or rideshare."",""Express concern for their safety and the safety of others on the road.""],""score"":10},{""scenario"":""helping_friend"",""scenarioIndex"":2,""retryCount"":1,""userResponse"":""ㅑ"",""timestamp"":""2025-09-24T01:04:11.797Z"",""isAppropriate"":false,""reason"":""The response is not coherent and does not address the scenario of intervening for a friend's safety after drinking."",""suggestions"":[""Provide a clear plan to prevent the friend from driving, such as offering to call a taxi or a rideshare service."",""Express concern for the friend's safety and the potential consequences of driving under the influence.""],""score"":10}]},""allResponses"":[{""scenario"":""peer_pressure"",""scenarioIndex"":0,""retryCount"":0,""userResponse"":""ㅗㄷ디ㅐ"",""timestamp"":""2025-09-24T01:02:14.154Z"",""isAppropriate"":false,""reason"":""The response is unclear and does not demonstrate professionalism or effective communication."",""suggestions"":[""Provide a clear and assertive response to peer pressure."",""Suggest strategies for maintaining personal boundaries in social situations.""],""score"":20},{""scenario"":""designated_driver"",""scenarioIndex"":1,""retryCount"":0,""userResponse"":""ㅍㅇ"",""timestamp"":""2025-09-24T01:03:36.360Z"",""isAppropriate"":false,""reason"":""The response is not clear or professional, lacking communication and ethical considerations regarding responsibility."",""suggestions"":[""Respond with a clear refusal to drink."",""Emphasize the importance of safety and commitment to the role.""],""score"":20},{""scenario"":""designated_driver"",""scenarioIndex"":1,""retryCount"":1,""userResponse"":""ㄹㄷ"",""timestamp"":""2025-09-24T01:03:40.983Z"",""isAppropriate"":false,""reason"":""The response is unclear and does not demonstrate professionalism or commitment to responsibility."",""suggestions"":[""Respond clearly with a firm refusal to drink."",""Express the importance of safety and your role as a designated driver.""],""score"":20},{""scenario"":""designated_driver"",""scenarioIndex"":1,""retryCount"":2,""userResponse"":""ㅊㅇㅊ"",""timestamp"":""2025-09-24T01:03:53.932Z"",""isAppropriate"":false,""reason"":""The response is not clear or professional, lacking empathy and communication clarity."",""suggestions"":[""Respond with a clear refusal to drink, emphasizing commitment to safety."",""Express understanding of social situations while maintaining responsibility.""],""score"":20},{""scenario"":""helping_friend"",""scenarioIndex"":2,""retryCount"":0,""userResponse"":""ㅗㅑㅐ"",""timestamp"":""2025-09-24T01:04:03.248Z"",""isAppropriate"":false,""reason"":""The response is not coherent or relevant to the scenario, lacking professionalism and clarity."",""suggestions"":[""Encourage your friend to find an alternative transportation method, such as a taxi or rideshare."",""Express concern for their safety and the safety of others on the road.""],""score"":10},{""scenario"":""helping_friend"",""scenarioIndex"":2,""retryCount"":1,""userResponse"":""ㅑ"",""timestamp"":""2025-09-24T01:04:11.797Z"",""isAppropriate"":false,""reason"":""The response is not coherent and does not address the scenario of intervening for a friend's safety after drinking."",""suggestions"":[""Provide a clear plan to prevent the friend from driving, such as offering to call a taxi or a rideshare service."",""Express concern for the friend's safety and the potential consequences of driving under the influence.""],""score"":10}]}",,,16.666666666666668,,,,,general-ai
2025-09-24T01:04:18.743Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: ""start_free_chat""",,,,,,start_free_chat,ai-chatbot,general-ai
2025-09-24T01:04:18.777Z,AFE123,session_1758675429384_r8rq2y8t7,chat_started,Free chat mode started,,,,,,,free-chat,general-ai
2025-09-24T01:04:23.336Z,AFE123,session_1758675429384_r8rq2y8t7,message_sent,Free chat message sent,,,,,Hello,,,general-ai
2025-09-24T01:04:24.226Z,AFE123,session_1758675429384_r8rq2y8t7,message_received,AI response received,,,,,Hello! How can I assist you today in your medical training?,,,general-ai
2025-09-24T01:04:58.804Z,AFE123,session_1758675429384_r8rq2y8t7,page_visited,User entered AI chatbot page,,,,,,,ai-chatbot,general-ai
2025-09-24T01:04:58.810Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_started,Questionnaire started,,,,,,,ai-chatbot,general-ai
2025-09-24T01:13:36.051Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_started,Questionnaire started,,,,,,,ai-chatbot,general-ai
2025-09-24T01:13:36.080Z,AFE123,session_1758675429384_r8rq2y8t7,page_visited,User entered AI chatbot page,,,,,,,ai-chatbot,general-ai
2025-09-24T01:14:18.066Z,AFE123,session_1758675429384_r8rq2y8t7,page_visited,User entered AI chatbot page,,,,,,,ai-chatbot,general-ai
2025-09-24T01:14:18.075Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_started,Questionnaire started,,,,,,,ai-chatbot,general-ai
2025-09-24T01:14:24.694Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes, let's start"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:14:24.773Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: intro_question,intro_question,"Yes, let's start",,,,yes,,general-ai
2025-09-24T01:14:28.913Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:14:28.969Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: age_check,age_check,Yes,,,,yes,,general-ai
2025-09-24T01:14:40.559Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:14:40.619Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: alcohol_experience,alcohol_experience,Yes,,,,yes,,general-ai
2025-09-24T01:15:24.550Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_started,Questionnaire started,,,,,,,ai-chatbot,general-ai
2025-09-24T01:15:24.559Z,AFE123,session_1758675429384_r8rq2y8t7,page_visited,User entered AI chatbot page,,,,,,,ai-chatbot,general-ai
2025-09-24T01:15:25.686Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes, let's start"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:15:25.771Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: intro_question,intro_question,"Yes, let's start",,,,yes,,general-ai
2025-09-24T01:15:27.899Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:15:27.946Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: age_check,age_check,Yes,,,,yes,,general-ai
2025-09-24T01:15:30.022Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:15:30.108Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: alcohol_experience,alcohol_experience,Yes,,,,yes,,general-ai
2025-09-24T01:15:32.129Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes, let's do it!"",""value"":""yes""}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:15:32.184Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: continue_assessment,continue_assessment,"Yes, let's do it!",,,,yes,,general-ai
2025-09-24T01:15:40.378Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""occasionally"",""text"":""Occasionally"",""value"":""occasionally"",""points"":3}",,,,,,occasionally,ai-chatbot,general-ai
2025-09-24T01:15:40.439Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: drinking_frequency,drinking_frequency,Occasionally,,,,occasionally,,general-ai
2025-09-24T01:15:44.623Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""monthly"",""text"":""1–3 times a month"",""value"":""monthly"",""points"":2}",,,,,,monthly,ai-chatbot,general-ai
2025-09-24T01:15:44.681Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: binge_drinking,binge_drinking,1–3 times a month,,,,monthly,,general-ai
2025-09-24T01:15:48.372Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""3_4_days"",""text"":""3–4 days"",""value"":""3_4_days"",""points"":2}",,,,,,3_4_days,ai-chatbot,general-ai
2025-09-24T01:15:48.437Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: days_per_week,days_per_week,3–4 days,,,,3_4_days,,general-ai
2025-09-24T01:15:51.953Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""4_5_drinks"",""text"":""4–5 drinks"",""value"":""4_5_drinks"",""points"":2}",,,,,,4_5_drinks,ai-chatbot,general-ai
2025-09-24T01:15:52.018Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: drinks_per_sitting,drinks_per_sitting,4–5 drinks,,,,4_5_drinks,,general-ai
2025-09-24T01:15:57.006Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:15:57.073Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: car_ride,car_ride,Yes,,,,yes,,general-ai
2025-09-24T01:16:04.304Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:16:04.445Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: relax_fit_in,relax_fit_in,Yes,,,,yes,,general-ai
2025-09-24T01:16:10.271Z,AFE123,session_1758675429384_r8rq2y8t7,option_selected,"Option selected: {""id"":""yes"",""text"":""Yes"",""value"":""yes"",""points"":1}",,,,,,yes,ai-chatbot,general-ai
2025-09-24T01:16:10.330Z,AFE123,session_1758675429384_r8rq2y8t7,questionnaire_option_selected,Question: alone_use,alone_use,Yes,,,,yes,,general-ai
